year,month,day,skt
2005,5,9,-1.0499938964843523
2005,5,10,-0.12000122070310226
2005,5,11,-1.6700195312499773
2005,5,12,-1.4400085449218523
2005,5,13,-1.4400085449218523
2005,5,14,-1.3400024414062273
2005,5,15,-0.17001953124997726
2005,5,16,-0.5499938964843523
2005,5,17,-1.3999999999999773
2005,5,18,-1.2999938964843523
2005,5,19,-1.5000061035156023
2005,5,20,-1.5499938964843523
2005,5,21,-1.4899963378906023
2005,5,22,-1.5000061035156023
2005,5,23,-1.4899963378906023
2005,5,24,-1.2999938964843523
2005,5,25,-1.0499938964843523
2005,5,26,-0.9400085449218523
2005,5,27,-0.8999999999999773
2005,5,28,-0.6999877929687273
2005,5,29,-0.48999633789060226
2005,5,30,-0.34000244140622726
2005,5,31,-0.14999999999997726
2006,5,1,-6.799993896484352
2006,5,2,-3.3500122070312273
2006,5,3,-3.0199951171874773
2006,5,4,-1.2999938964843523
2006,5,5,-0.8199829101562273
2006,5,6,-0.31998291015622726
2006,5,7,-0.05002441406247726
2006,5,8,-1.6499999999999773
2006,5,9,-3.3199829101562273
2006,5,10,-1.6200012207031023
2006,5,11,-1.1200012207031023
2006,5,12,-2.8199829101562273
2006,5,13,-0.25000610351560226
2006,5,14,-0.5699829101562273
2006,5,15,-1.6999877929687273
2006,5,16,-1.4899963378906023
2006,5,17,-1.4400085449218523
2006,5,18,-1.4400085449218523
2006,5,19,-1.4400085449218523
2006,5,20,-1.5499938964843523
2006,5,21,-1.6900085449218523
2006,5,22,-1.6499999999999773
2006,5,23,-1.5499938964843523
2006,5,24,-1.4899963378906023
2006,5,25,-1.3999999999999773
2006,5,26,-1.2999938964843523
2006,5,27,-1.2500061035156023
2006,5,28,-1.1000122070312273
2006,5,29,-0.8400024414062273
2006,5,30,-0.6900085449218523
2006,5,31,-0.5499938964843523
2007,5,1,-4.370001220703102
2007,5,2,-3.7200073242187273
2007,5,3,-3.8500122070312273
2007,5,4,-5.000006103515602
2007,5,5,-5.500006103515602
2007,5,6,-3.7200073242187273
2007,5,7,-2.9700073242187273
2007,5,8,-3.6000122070312273
2007,5,9,-1.6200012207031023
2007,5,10,-1.7200073242187273
2007,5,11,-1.9700073242187273
2007,5,12,-2.7699951171874773
2007,5,13,-5.569982910156227
2007,5,14,-3.1000122070312273
2007,5,15,-1.6499999999999773
2007,5,16,-1.4400085449218523
2007,5,17,-1.5000061035156023
2007,5,18,-1.5499938964843523
2007,5,19,-1.4899963378906023
2007,5,20,-1.3999999999999773
2007,5,21,-1.2500061035156023
2007,5,22,-1.0499938964843523
2007,5,23,-0.7999938964843523
2007,5,24,-0.5000061035156023
2007,5,25,-0.29999389648435226
2007,5,26,-0.25000610351560226
2007,5,27,-0.39999999999997726
2007,5,28,-0.5499938964843523
2007,5,29,-0.48999633789060226
2007,5,30,-0.5499938964843523
2007,5,31,-0.6000122070312273
2008,5,1,-11.799993896484352
2008,5,2,-8.620001220703102
2008,5,3,-5.399999999999977
2008,5,4,-2.6499999999999773
2008,5,5,-1.6799987792968523
2008,5,6,-2.0000061035156023
2008,5,7,-1.1000122070312273
2008,5,8,-0.7200073242187273
2008,5,9,-0.32999267578122726
2008,5,10,-0.7699951171874773
2008,5,11,-0.5000061035156023
2008,5,12,-0.25000610351560226
2008,5,13,-0.5199951171874773
2008,5,14,-1.0000061035156023
2008,5,15,-0.9700073242187273
2008,5,16,-2.8500122070312273
2008,5,17,-2.4299987792968523
2008,5,18,-4.519995117187477
2008,5,19,-2.7200073242187273
2008,5,20,-1.0499938964843523
2008,5,21,-1.6999877929687273
2008,5,22,-1.5499938964843523
2008,5,23,-0.22000732421872726
2008,5,24,-0.05002441406247726
2008,5,25,-0.05002441406247726
2008,5,26,-0.37998046874997726
2008,5,27,-1.7500061035156023
2008,5,28,-1.6999877929687273
2008,5,29,-1.7999938964843523
2008,5,30,-1.9499877929687273
2008,5,31,-1.8999999999999773
2009,5,1,-2.0699829101562273
2009,5,2,-1.8500122070312273
2009,5,3,-1.5499938964843523
2009,5,4,-1.3999999999999773
2009,5,5,-1.3500122070312273
2009,5,6,-1.3500122070312273
2009,5,7,-1.3999999999999773
2009,5,8,-1.4400085449218523
2009,5,9,-1.3999999999999773
2009,5,10,-1.2500061035156023
2009,5,11,-1.1499999999999773
2009,5,12,-1.1000122070312273
2009,5,13,-1.0499938964843523
2009,5,14,-1.3700012207031023
2009,5,15,-2.2500061035156023
2009,5,16,-4.690008544921852
2009,5,17,-0.05002441406247726
2009,5,18,-0.7500061035156023
2009,5,19,-1.6200012207031023
2009,5,20,-3.2200073242187273
2009,5,21,-1.8500122070312273
2009,5,22,-2.3199829101562273
2009,5,23,-1.1700195312499773
2009,5,24,-0.9499877929687273
2009,5,25,-1.1000122070312273
2009,5,26,-1.1000122070312273
2009,5,27,-0.9899963378906023
2009,5,28,-0.8500122070312273
2009,5,29,-0.8999999999999773
2009,5,30,-1.0000061035156023
2009,5,31,-0.9899963378906023
2010,5,1,-4.600012207031227
2010,5,2,-3.9499877929687273
2010,5,3,-4.750006103515602
2010,5,4,-4.730017089843727
2010,5,5,-3.6799987792968523
2010,5,6,-4.980017089843727
2010,5,7,-3.5000061035156023
2010,5,8,-0.6799987792968523
2010,5,9,-1.1999877929687273
2010,5,10,-4.250006103515602
2010,5,11,-1.1499999999999773
2010,5,12,-0.05002441406247726
2010,5,13,-1.4800170898437273
2010,5,14,-2.9499877929687273
2010,5,15,-0.37998046874997726
2010,5,16,-4.000006103515602
2010,5,17,-1.7800048828124773
2010,5,18,-0.7999938964843523
2010,5,19,-0.5799926757812273
2010,5,20,-0.29999389648435226
2010,5,21,-1.5499938964843523
2010,5,22,-0.44998779296872726
2010,5,23,-1.1799987792968523
2010,5,24,-0.9499877929687273
2010,5,25,-1.1000122070312273
2010,5,26,-1.6000122070312273
2010,5,27,-1.2300170898437273
2010,5,28,-0.05002441406247726
2010,5,29,-0.05002441406247726
2010,5,30,-0.05002441406247726
2010,5,31,-0.05002441406247726
2011,5,1,-3.1799987792968523
2011,5,2,-4.850012207031227
2011,5,3,-3.7500061035156023
2011,5,4,-5.549993896484352
2011,5,5,-5.549993896484352
2011,5,6,-2.6000122070312273
2011,5,7,-6.379980468749977
2011,5,8,-5.780004882812477
2011,5,9,-4.949987792968727
2011,5,10,-2.1299804687499773
2011,5,11,-3.2800048828124773
2011,5,12,-1.2800048828124773
2011,5,13,-0.05002441406247726
2011,5,14,-0.14999999999997726
2011,5,15,-0.05002441406247726
2011,5,16,-1.1999877929687273
2011,5,17,-0.39999999999997726
2011,5,18,-2.0000061035156023
2011,5,19,-1.8999999999999773
2011,5,20,-1.8500122070312273
2011,5,21,-1.8500122070312273
2011,5,22,-1.6999877929687273
2011,5,23,-1.4499877929687273
2011,5,24,-1.2999938964843523
2011,5,25,-1.1499999999999773
2011,5,26,-0.9499877929687273
2011,5,27,-0.7500061035156023
2011,5,28,-0.6000122070312273
2011,5,29,-0.5000061035156023
2011,5,30,-0.44998779296872726
2011,5,31,-0.25000610351560226
2012,5,1,-10.049993896484352
2012,5,2,-10.350012207031227
2012,5,3,-11.629980468749977
2012,5,4,-11.000006103515602
2012,5,5,-6.799993896484352
2012,5,6,-3.8999999999999773
2012,5,7,-3.5199951171874773
2012,5,8,-1.6999877929687273
2012,5,9,-3.5300048828124773
2012,5,10,-2.2200073242187273
2012,5,11,-2.8799804687499773
2012,5,12,-5.799993896484352
2012,5,13,-1.9299987792968523
2012,5,14,-2.5000061035156023
2012,5,15,-1.9700073242187273
2012,5,16,-0.05002441406247726
2012,5,17,-0.6000122070312273
2012,5,18,-3.0300048828124773
2012,5,19,-3.6000122070312273
2012,5,20,-1.0499938964843523
2012,5,21,-3.0799926757812273
2012,5,22,-0.6000122070312273
2012,5,23,-2.1999877929687273
2012,5,24,-2.3799804687499773
2012,5,25,-0.7200073242187273
2012,5,26,-1.6799987792968523
2012,5,27,-0.6799987792968523
2012,5,28,-0.9499877929687273
2012,5,29,-0.05002441406247726
2012,5,30,-0.19998779296872726
2012,5,31,-1.0000061035156023
2013,5,1,-9.049993896484352
2013,5,2,-9.399999999999977
2013,5,3,-7.049993896484352
2013,5,4,-10.980017089843727
2013,5,5,-5.949987792968727
2013,5,6,-3.5499938964843523
2013,5,7,-2.1999877929687273
2013,5,8,-1.1799987792968523
2013,5,9,-3.4299987792968523
2013,5,10,-4.179998779296852
2013,5,11,-3.8199829101562273
2013,5,12,-0.7300170898437273
2013,5,13,-4.480017089843727
2013,5,14,-3.7999938964843523
2013,5,15,-4.079992675781227
2013,5,16,-1.7999938964843523
2013,5,17,-8.549993896484352
2013,5,18,-7.030004882812477
2013,5,19,-0.5000061035156023
2013,5,20,-0.42999877929685226
2013,5,21,-0.05002441406247726
2013,5,22,-0.05002441406247726
2013,5,23,-0.48001708984372726
2013,5,24,-1.6000122070312273
2013,5,25,-2.1299804687499773
2013,5,26,-0.05002441406247726
2013,5,27,-2.0799926757812273
2013,5,28,-1.8500122070312273
2013,5,29,-1.5000061035156023
2013,5,30,-1.2999938964843523
2013,5,31,-1.2500061035156023
2014,5,1,-0.05002441406247726
2014,5,2,-1.5499938964843523
2014,5,3,-1.2999938964843523
2014,5,4,-1.2500061035156023
2014,5,5,-1.2999938964843523
2014,5,6,-1.3500122070312273
2014,5,7,-1.2500061035156023
2014,5,8,-1.1000122070312273
2014,5,9,-1.0499938964843523
2014,5,10,-1.0499938964843523
2014,5,11,-1.0499938964843523
2014,5,12,-1.1000122070312273
2014,5,13,-1.3500122070312273
2014,5,14,-1.5000061035156023
2014,5,15,-1.4499877929687273
2014,5,16,-1.3500122070312273
2014,5,17,-1.1999877929687273
2014,5,18,-1.0499938964843523
2014,5,19,-0.7999938964843523
2014,5,20,-0.35001220703122726
2014,5,21,0.14998779296877274
2014,5,22,0.39998779296877274
2014,5,23,0.6000000000000227
2014,5,24,0.8000122070312727
2014,5,25,0.8999877929687727
2014,5,26,1.0500122070312727
2014,5,27,1.3000122070312727
2014,5,28,1.5500122070312727
2014,5,29,1.7499938964843977
2014,5,30,1.9499755859375227
2014,5,31,2.1499877929687727
2015,5,1,-5.149999999999977
2015,5,2,-6.399999999999977
2015,5,3,-3.1749938964843523
2015,5,4,-1.8499816894531023
2015,5,5,-1.7500061035156023
2015,5,6,-1.6999877929687273
2015,5,7,-1.5499938964843523
2015,5,8,-1.3999999999999773
2015,5,9,-1.3500122070312273
2015,5,10,-1.3500122070312273
2015,5,11,-1.2999938964843523
2015,5,12,-1.1999877929687273
2015,5,13,-1.2500061035156023
2015,5,14,-1.3500122070312273
2015,5,15,-1.2999938964843523
2015,5,16,-1.2500061035156023
2015,5,17,-1.3500122070312273
2015,5,18,-1.5000061035156023
2015,5,19,-1.6499999999999773
2015,5,20,-1.8000244140624773
2015,5,21,-1.8500122070312273
2015,5,22,-1.7999938964843523
2015,5,23,-1.6499999999999773
2015,5,24,-1.2999938964843523
2015,5,25,-0.8500122070312273
2015,5,26,-0.35001220703122726
2015,5,27,0.14998779296877274
2015,5,28,0.49999389648439774
2015,5,29,0.7000061035156477
2015,5,30,0.8000122070312727
2015,5,31,0.8999877929687727
2016,5,1,-1.8500122070312273
2016,5,2,-1.7999938964843523
2016,5,3,-1.6999877929687273
2016,5,4,-1.6499999999999773
2016,5,5,-1.6000122070312273
2016,5,6,-1.4999755859374773
2016,5,7,-1.3499816894531023
2016,5,8,-1.1000122070312273
2016,5,9,-0.7999938964843523
2016,5,10,-0.42502441406247726
2016,5,11,-0.25000610351560226
2016,5,12,-0.10001220703122726
2016,5,13,-0.04999389648435226
2016,5,14,2.4414062522737368e-5
2016,5,15,-0.04999389648435226
2016,5,16,-6.1035156022626325e-6
2016,5,17,0.14998779296877274
2016,5,18,0.04998168945314774
2016,5,19,-0.14999999999997726
2016,5,20,-0.30002441406247726
2016,5,21,-0.29999389648435226
2016,5,22,-0.19998779296872726
2016,5,23,-0.14999999999997726
2016,5,24,-0.14999999999997726
2016,5,25,-0.19998779296872726
2016,5,26,-0.19998779296872726
2016,5,27,-0.14999999999997726
2016,5,28,-0.19998779296872726
2016,5,29,-0.05002441406247726
2016,5,30,0.14998779296877274
2016,5,31,0.29998168945314774
2017,5,1,-1.8499816894531023
2017,5,2,-1.7500061035156023
2017,5,3,-1.7500061035156023
2017,5,4,-1.7500061035156023
2017,5,5,-1.6999877929687273
2017,5,6,-1.6000122070312273
2017,5,7,-1.5499938964843523
2017,5,8,-1.5499938964843523
2017,5,9,-1.5499938964843523
2017,5,10,-1.4499877929687273
2017,5,11,-1.2999938964843523
2017,5,12,-1.1999877929687273
2017,5,13,-1.0499938964843523
2017,5,14,-0.8499816894531023
2017,5,15,-0.6999877929687273
2017,5,16,-0.6999877929687273
2017,5,17,-0.7500061035156023
2017,5,18,-0.6000122070312273
2017,5,19,-0.19998779296872726
2017,5,20,0.24999389648439774
2017,5,21,0.6499877929687727
2017,5,22,0.9500061035156477
2017,5,23,1.1500183105468977
2017,5,24,1.3500000000000227
2017,5,25,1.5000244140625227
2017,5,26,1.6000000000000227
2017,5,27,1.7499938964843977
2017,5,28,1.9500061035156477
2017,5,29,2.2499938964843977
2017,5,30,2.6499877929687727
2017,5,31,2.9500061035156477
2018,5,1,-1.6999877929687273
2018,5,2,-1.6499999999999773
2018,5,3,-1.6499999999999773
2018,5,4,-1.6499999999999773
2018,5,5,-1.6499999999999773
2018,5,6,-1.6499999999999773
2018,5,7,-1.6000122070312273
2018,5,8,-1.5499938964843523
2018,5,9,-1.4999755859374773
2018,5,10,-1.3999999999999773
2018,5,11,-1.2500061035156023
2018,5,12,-1.1000122070312273
2018,5,13,-0.9999755859374773
2018,5,14,-0.8999999999999773
2018,5,15,-0.8500122070312273
2018,5,16,-0.6000122070312273
2018,5,17,-0.14999999999997726
2018,5,18,0.20000610351564774
2018,5,19,0.6000000000000227
2018,5,20,0.8999877929687727
2018,5,21,1.0500122070312727
2018,5,22,1.2499938964843977
2018,5,23,1.4500061035156477
2018,5,24,1.7000061035156477
2018,5,25,1.9500061035156477
2018,5,26,2.1000000000000227
2018,5,27,2.3500000000000227
2018,5,28,2.6500183105468977
2018,5,29,2.8000122070312727
2018,5,30,2.9999938964843977
2018,5,31,3.2499938964843977
2019,5,1,-1.7999938964843523
2019,5,2,-1.6999877929687273
2019,5,3,-1.6499999999999773
2019,5,4,-1.6000122070312273
2019,5,5,-1.5499938964843523
2019,5,6,-1.5499938964843523
2019,5,7,-1.4999755859374773
2019,5,8,-1.4499877929687273
2019,5,9,-1.4499877929687273
2019,5,10,-1.2999938964843523
2019,5,11,-1.1000122070312273
2019,5,12,-0.9499877929687273
2019,5,13,-0.7999938964843523
2019,5,14,-0.6499999999999773
2019,5,15,-0.44998779296872726
2019,5,16,-0.29999389648435226
2019,5,17,-0.14999999999997726
2019,5,18,0.10000000000002274
2019,5,19,0.35000000000002274
2019,5,20,0.6000000000000227
2019,5,21,0.9499755859375227
2019,5,22,1.2999816894531477
2019,5,23,1.5000244140625227
2019,5,24,1.6000000000000227
2019,5,25,1.7000061035156477
2019,5,26,1.7499938964843977
2019,5,27,1.8000122070312727
2019,5,28,1.9500061035156477
2019,5,29,2.1500183105468977
2019,5,30,2.3500000000000227
2019,5,31,2.4500061035156477
2020,5,1,-3.6250061035156023
2020,5,2,-5.199987792968727
2020,5,3,-2.7500061035156023
2020,5,4,-2.9249938964843523
2020,5,5,-2.1749938964843523
2020,5,6,-3.7500061035156023
2020,5,7,-4.324987792968727
2020,5,8,-0.5000061035156023
2020,5,9,-0.07501831054685226
2020,5,10,-0.6749938964843523
2020,5,11,-1.8500122070312273
2020,5,12,-0.04999389648435226
2020,5,13,-1.2500061035156023
2020,5,14,-0.7999938964843523
2020,5,15,-0.8250183105468523
2020,5,16,-0.6749938964843523
2020,5,17,-0.8750061035156023
2020,5,18,-0.42499389648435226
2020,5,19,-0.6499999999999773
2020,5,20,-1.7000183105468523
2020,5,21,-0.04999389648435226
2020,5,22,-1.5500244140624773
2020,5,23,-1.3500122070312273
2020,5,24,-1.2500061035156023
2020,5,25,-1.1499999999999773
2020,5,26,-0.9499877929687273
2020,5,27,-0.9499877929687273
2020,5,28,-0.7500061035156023
2020,5,29,-0.6499999999999773
2020,5,30,-0.44998779296872726
2020,5,31,-0.14999999999997726
2021,5,1,-8.100012207031227
2021,5,2,-2.2249816894531023
2021,5,3,-0.7749999999999773
2021,5,4,-3.0249999999999773
2021,5,5,-5.375006103515602
2021,5,6,-4.199987792968727
2021,5,7,-0.9500183105468523
2021,5,8,-1.6749938964843523
2021,5,9,-0.9249938964843523
2021,5,10,-0.10001220703122726
2021,5,11,-2.1499999999999773
2021,5,12,-1.4249938964843523
2021,5,13,-3.3999999999999773
2021,5,14,-0.25000610351560226
2021,5,15,-0.22501220703122726
2021,5,16,-1.3999999999999773
2021,5,17,-4.600012207031227
2021,5,18,-1.8249877929687273
2021,5,19,-4.799993896484352
2021,5,20,-1.1749938964843523
2021,5,21,-0.5249999999999773
2021,5,22,-0.6749938964843523
2021,5,23,-2.2000183105468523
2021,5,24,-1.3999999999999773
2021,5,25,-1.0499938964843523
2021,5,26,-0.9499877929687273
2021,5,27,-0.8500122070312273
2021,5,28,-0.7500061035156023
2021,5,29,-0.5499938964843523
2021,5,30,-0.35001220703122726
2021,5,31,-0.14999999999997726
2022,5,1,-1.3500122070312273
2022,5,2,-1.2500061035156023
2022,5,3,-1.0499938964843523
2022,5,4,-0.8500122070312273
2022,5,5,-0.7500061035156023
2022,5,6,-0.5499938964843523
2022,5,7,-0.44998779296872726
2022,5,8,-0.25000610351560226
2022,5,9,-0.14999999999997726
2022,5,10,-0.25000610351560226
2022,5,11,-0.14999999999997726
2022,5,12,-0.14999999999997726
2022,5,13,-0.14999999999997726
2022,5,14,-0.04999389648435226
2022,5,15,-0.04999389648435226
2022,5,16,0.14998779296877274
2022,5,17,0.24999389648439774
2022,5,18,0.35000000000002274
2022,5,19,0.45000610351564774
2022,5,20,0.5500122070312727
2022,5,21,0.6499877929687727
2022,5,22,0.7499938964843977
2022,5,23,0.8500000000000227
2022,5,24,0.8500000000000227
2022,5,25,0.9500061035156477
2022,5,26,1.1499877929687727
2022,5,27,1.2499938964843977
2022,5,28,1.4500061035156477
2022,5,29,1.4500061035156477
2022,5,30,1.5500122070312727
2022,5,31,1.6499877929687727
2023,5,1,-0.20001831054685226
2023,5,2,-1.4499877929687273
2023,5,3,-3.8250183105468523
2023,5,4,-6.350012207031227
2023,5,5,-5.225012207031227
2023,5,6,-5.399999999999977
2023,5,7,-7.999975585937477
2023,5,8,-2.6999877929687273
2023,5,9,-1.9750122070312273
2023,5,10,-2.0749877929687273
2023,5,11,-2.8999999999999773
2023,5,12,-5.350012207031227
2023,5,13,-3.0000061035156023
2023,5,14,-0.04999389648435226
2023,5,15,-1.8499816894531023
2023,5,16,-1.7500061035156023
2023,5,17,-1.7000183105468523
2023,5,18,-1.8499816894531023
2023,5,19,-1.7500061035156023
2023,5,20,-1.6499999999999773
2023,5,21,-1.6499999999999773
2023,5,22,-1.5499938964843523
2023,5,23,-1.4499877929687273
2023,5,24,-1.4499877929687273
2023,5,25,-1.3500122070312273
2023,5,26,-1.2500061035156023
2023,5,27,-1.1499999999999773
2023,5,28,-1.0499938964843523
2023,5,29,-0.9499877929687273
2023,5,30,-0.7500061035156023
2023,5,31,-0.6499999999999773
2024,5,1,-1.5249999999999773
2024,5,2,-0.6749938964843523
2024,5,3,-0.8500122070312273
2024,5,4,-0.5499938964843523
2024,5,5,-3.7499755859374773
2024,5,6,-9.324987792968727
2024,5,7,-10.049993896484352
2024,5,8,-5.700018310546852
2024,5,9,-1.3750061035156023
2024,5,10,-2.1499999999999773
2024,5,11,-2.8500122070312273
2024,5,12,-3.5249999999999773
2024,5,13,-3.6749938964843523
2024,5,14,-2.7999938964843523
2024,5,15,-0.14999999999997726
2024,5,16,-1.7749999999999773
2024,5,17,-1.5499938964843523
2024,5,18,-1.5499938964843523
2024,5,19,-1.5499938964843523
2024,5,20,-1.5499938964843523
2024,5,21,-1.4499877929687273
2024,5,22,-1.3500122070312273
2024,5,23,-1.2500061035156023
